,name,rating,interlinking,highly_rated,critical_rated,number_of_reviews,number_of_jobs
945,PayPal,3.9,FinTech | 1k-5k Employees | Forbes Global 2000 | 26 years old | San Jose +11 more,"Salary & Benefits, Company Culture, Work Life Balance","Promotions / Appraisal, Job Security",769,93
946,Orchids International School,3.1,Education & Training | 1k-5k Employees | 20 years old | Nasik/Nashik +26 more,,"Promotions / Appraisal, Work Satisfaction, Job Security",765,18
947,Nilkamal,3.9,Furniture & Furnishing | 1k-5k Employees | Public | 43 years old | Mumbai +95 more,,"Promotions / Appraisal, Salary & Benefits",762,13
948,Tata Chemicals,4.2,Chemicals | 1k-5k Employees | Public | 85 years old | Mumbai +79 more,"Job Security, Skill Development / Learning, Work Life Balance",,755,21
949,Sundaram Clayton,4.1,Auto Components | 1k-5k Employees | Public | 62 years old | Chennai +24 more,"Skill Development / Learning, Salary & Benefits, Company Culture",,764,--
950,Shalby Hospitals,4.6,Healthcare | 1k-5k Employees | Public | 30 years old | Ahmedabad +24 more,"Skill Development / Learning, Company Culture, Work Life Balance",,764,31
951,CALIBEHR,4.1,Recruitment | 10k-50k Employees | 45 years old | Mumbai +126 more,Skill Development / Learning,Promotions / Appraisal,762,5
952,VIP Industries,4,Retail | 1k-5k Employees | Public | 53 years old | Mumbai +84 more,,Promotions / Appraisal,758,8
953,Incedo,3.4,IT Services & Consulting | 1k-5k Employees | 13 years old | Iselin +10 more,,"Promotions / Appraisal, Work Satisfaction, Job Security",759,12
954,FLSmidth,3.7,Industrial Machinery | 1k-5k Employees | 142 years old | Copenhagen +19 more,Work Life Balance,"Job Security, Promotions / Appraisal, Salary & Benefits",758,27
955,JTEKT,4.2,Auto Components | 1k-5k Employees | Public | 18 years old | Osaka +22 more,"Company Culture, Job Security, Skill Development / Learning",,754,--
956,Gmmco,4.2,Industrial Machinery | 1k-5k Employees | 57 years old | Chennai +79 more,"Skill Development / Learning, Job Security, Work Satisfaction",Promotions / Appraisal,751,14
957,Visionet Systems,3.2,IT Services & Consulting | 1k-5k Employees | 29 years old | Cranbury +10 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",755,13
958,Fusion Microfinance,4.2,NBFC | 10k-50k Employees | 14 years old | Delhi +203 more,"Job Security, Company Culture, Work Life Balance",,755,6
959,eClinicalWorks,3.9,Software Product | 1k-5k Employees | 25 years old | Westborough +13 more,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal,753,15
960,Mahindra First Choice Wheels,3.8,Internet | 1k-5k Employees | 30 years old | Mumbai +108 more,,Promotions / Appraisal,751,6
961,Air India,4.1,Aviation | 10k-50k Employees | Central | 94 years old | Delhi/NCR +51 more,"Work Life Balance, Skill Development / Learning, Job Security",,752,6
962,SLK Global Services,3.9,BPO | 1k-5k Employees | 24 years old | Dallas +8 more,"Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal",751,6
963,Egis  India Consulting Engineers,4.1,Engineering & Construction | 1k-5k Employees | 19 years old | Gurgaon/Gurugram +99 more,"Work Life Balance, Company Culture, Work Satisfaction",,749,3
964,AstraZeneca,4.2,Pharma | 501-1k Employees | Public | 25 years old | Cambridge +41 more,"Work Life Balance, Company Culture, Job Security",,752,12
965,Perfetti Van Melle,4.4,Food Processing | 1k-5k Employees | 23 years old | Lainate +125 more,"Company Culture, Work Satisfaction, Skill Development / Learning",,746,6
966,Nirma,4.3,FMCG | 10k-50k Employees | Fortune India 500 | 34 years old | Ahmedabad +55 more,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,743,2
967,MakeMyTrip,3.7,Internet | 5k-10k Employees | Public | 24 years old | Gurgaon +37 more,,"Promotions / Appraisal, Salary & Benefits",750,74
968,KIMS Hospital,4.1,Healthcare | 1k-5k Employees | 12 years old | Hyderabad/Secunderabad +40 more,"Skill Development / Learning, Job Security, Work Life Balance",,749,2
969,Next Education India,3.8,EdTech | 1k-5k Employees | 17 years old | Hyderabad/Secunderabad +81 more,,"Job Security, Promotions / Appraisal, Salary & Benefits",747,95
970,VeeTechnologies,3.9,IT Services & Consulting | 1k-5k Employees | 24 years old | New York +27 more,Job Security,,746,118
971,Pacific BPO,3.6,BPO | 1k-5k Employees | 14 years old | Noida +14 more,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",748,13
972,LOREAL,4.1,Beauty & Personal Care | 1k-5k Employees | Forbes Global 2000 | 33 years old | Clichy +81 more,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,742,24
973,Caratlane Trading,4.3,Jewellery | 1k-5k Employees | 16 years old | Chennai +55 more,"Skill Development / Learning, Company Culture, Job Security",,746,11
974,Hikal,4,Pharma | 1k-5k Employees | 36 years old | Mumbai +18 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,742,35
975,MAHLE ANAND Filter Systems,4.2,Auto Components | 1k-5k Employees | 19 years old | Stuttgart +25 more,"Job Security, Work Life Balance, Company Culture",,736,--
976,Teva Pharmaceuticals,4.2,Pharma | 1k-5k Employees | Forbes Global 2000 | 123 years old | Dublin +33 more,"Work Life Balance, Company Culture, Job Security",,739,20
977,INDO-MIM,4.3,Industrial Machinery | 1k-5k Employees | 28 years old | Bangalore/Bengaluru +20 more,"Job Security, Work Life Balance, Skill Development / Learning",,737,9
978,Birla Corporation,4.2,Building Material | 5k-10k Employees | Public | 105 years old | Kolkata +111 more,"Job Security, Work Life Balance, Company Culture",,736,--
979,HFCL,4.2,Hardware & Networking | 1k-5k Employees | Public | 37 years old | Delhi/NCR +93 more,"Work Life Balance, Job Security, Skill Development / Learning",,736,--
980,Capital Numbers Infotech,4.7,IT Services & Consulting | 501-1k Employees | 12 years old | Kolkata +16 more,"Work Life Balance, Company Culture, Work Satisfaction",,732,1
981,Vedanta Aluminium,3.9,Metals & Mining | 1k-5k Employees | 21 years old | Jharsuguda +31 more,"Salary & Benefits, Job Security","Work Satisfaction, Promotions / Appraisal, Work Life Balance",735,--
982,Fluor Corporation,4.3,Forbes Global 2000 | Gurgaon / Gurugram +22 more,"Work Life Balance, Company Culture, Salary & Benefits",Job Security,727,--
983,Prodapt,3.7,IT Services & Consulting | 1k-5k Employees | 25 years old | Chennai +11 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",738,79
984,C&S Electric,4,Electrical Equipment | 5k-10k Employees | 58 years old | Delhi/NCR +48 more,Job Security,"Promotions / Appraisal, Salary & Benefits",728,11
985,ICICI Prudential Mutual Fund,3.8,Financial Services | 1k-5k Employees | 31 years old | New Delhi +133 more,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",733,--
986,SitusAMC,3.3,Software Product | 1k-5k Employees | Gurgaon / Gurugram +17 more,,"Job Security, Promotions / Appraisal, Skill Development / Learning",733,26
987,Webhelp,3.8,BPO | 1k-5k Employees | 24 years old | Paris +14 more,Job Security,"Promotions / Appraisal, Skill Development / Learning",730,--
988,CADD Centre Training Services,4.1,Education & Training | 1k-5k Employees | 36 years old | Chennai +129 more,"Skill Development / Learning, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",725,17
989,Zoho,4.4,Software Product | 10k-50k Employees | 28 years old | Chennai +23 more,"Job Security, Company Culture, Work Life Balance",,729,1
990,Future Focus Infotech,3.6,IT Services & Consulting | 5k-10k Employees | 27 years old | Chennai +55 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",725,--
991,Pernod Ricard,3.9,Beverage | 1k-5k Employees | Forbes Global 2000 | 49 years old | Paris +96 more,Salary & Benefits,Promotions / Appraisal,724,1
992,Metropolis Healthcare,4.1,Healthcare | 1k-5k Employees | Conglomerate | 44 years old | Mumbai +83 more,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,722,1
993,Patra Corporation,3.8,BPO | 1k-5k Employees | 19 years old | El Dorado Hills +14 more,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal",728,2
994,Uber,4.2,Internet | 1k-5k Employees | Public | 15 years old | San Francisco +44 more,"Company Culture, Work Life Balance, Salary & Benefits",,726,3
995,Troikaa Pharmaceuticals,3.8,Pharma | 1k-5k Employees | 41 years old | Ahmedabad +67 more,,Job Security,723,32
996,Mu Sigma,2.9,Analytics & KPO | 1k-5k Employees | Indian Unicorn | 20 years old | Northbrook +10 more,,"Work Life Balance, Salary & Benefits, Company Culture",732,2
997,Better.com,3,Financial Services | 1k-5k Employees | Startup | 8 years old | New York City +5 more,Salary & Benefits,"Job Security, Skill Development / Learning, Promotions / Appraisal",718,15
998,Air India Sats Airport Services,3.8,Aviation | 1k-5k Employees | 14 years old | Mumbai +31 more,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",731,--
999,Orion Edutech,3.3,EdTech | 5k-10k Employees | 18 years old | Kolkata +105 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",715,--
1000,Ford Business Solutions,4.5,IT Services & Consulting | 10k-50k Employees | 26 years old | Chennai +42 more,"Company Culture, Work Life Balance, Work Satisfaction",,718,--
1001,SBFC Finance,3.8,NBFC | 1k-5k Employees | 7 years old | Mumbai +156 more,,"Promotions / Appraisal, Job Security",722,36
1002,TNQ Technologies,3.7,Printing & Publishing | 1k-5k Employees | 26 years old | Chennai +9 more,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",718,8
1003,Skill Lync,3.1,EdTech | 1k-5k Employees | Startup | 9 years old | Palo Alto +13 more,,"Job Security, Promotions / Appraisal, Work Satisfaction",719,24
1004,Thomas Cook,3.9,Travel & Tourism | 1k-5k Employees | Public | 143 years old | Mumbai +75 more,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",714,--
1005,Otis Elevator,4.1,Industrial Machinery | 1k-5k Employees | 171 years old | Farmington +60 more,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,717,101
1006,Wheels,4.1,Auto Components | 1k-5k Employees | Public | 62 years old | Chennai +34 more,"Job Security, Skill Development / Learning, Work Life Balance",,710,2
1007,Neel Metal Products,4.1,Metals & Mining | 501-1k Employees | 41 years old | Gurgaon +31 more,"Job Security, Skill Development / Learning, Work Satisfaction",,707,--
1008,Amara Raja Group,4.2,Auto Components | 5k-10k Employees | Public | 39 years old | Bangalore/Bengaluru +56 more,"Job Security, Skill Development / Learning, Company Culture",,707,2
1009,C.R.I. Pumps,3.9,Industrial Machinery | 1k-5k Employees | 63 years old | Coimbatore +57 more,Skill Development / Learning,Promotions / Appraisal,705,17
1010,Indira IVF Hospital,4,Healthcare | 1k-5k Employees | 9 years old | Mumbai +86 more,"Skill Development / Learning, Work Life Balance, Company Culture",,710,87
1011,Centre for Development of Advanced Computing,3.9,IT Services & Consulting | 1k-5k Employees | 36 years old | Pune +28 more,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",712,--
1012,Schaeffler India,4.2,Auto Components | 1k-5k Employees | Public | 78 years old | Mumbai +19 more,"Job Security, Work Life Balance, Company Culture",,709,--
1013,GVPR Engineers,4,Engineering & Construction | 501-1k Employees | Public | 27 years old | Hyderabad/Secunderabad +67 more,Work Life Balance,,705,6
1014,Yashoda Hospitals,3.9,Healthcare | 501-1k Employees | 35 years old | Ghaziabad +24 more,Skill Development / Learning,Promotions / Appraisal,702,39
1015,Federal Bank,3.9,Banking | 10k-50k Employees | Public | 93 years old | Aluva +115 more,"Job Security, Salary & Benefits","Promotions / Appraisal, Work Satisfaction",703,--
1016,Quest Retail Private Limited,4.5,Retail | 501-1k Employees | 19 years old | Gurgaon/Gurugram +71 more,"Skill Development / Learning, Job Security, Company Culture",,702,1
1017,Test Yantra Software Solutions,3.4,IT Services & Consulting | 1k-5k Employees | Public | 17 years old | Bangalore/Bengaluru +15 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",707,8
1018,Toppr,3.5,EdTech | 1k-5k Employees | Startup | 11 years old | Mumbai +43 more,,"Job Security, Promotions / Appraisal, Work Life Balance",699,50
1019,Leadec India,4,Facility Management Services | 1k-5k Employees | 62 years old | Stuttgart +50 more,,Promotions / Appraisal,702,11
1020,Willis Towers Watson,3.9,Financial Services | 1k-5k Employees | Forbes Global 2000 | 8 years old | London +15 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,703,23
1021,Pramerica Life Insurance,3.9,Insurance | 1k-5k Employees | 10 years old | Gurgaon +117 more,Work Life Balance,,701,46
1022,Vertiv,4,IT Services & Consulting | 51-200 Employees (Global) | Startup | 8 years old | Columbus +48 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,697,108
1023,Aarvi Encon,4.1,Recruitment | 5k-10k Employees | Public | 37 years old | Mumbai +91 more,"Company Culture, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Job Security",700,4
1024,Aviva Life Insurance India,3.6,Insurance | 1k-5k Employees | Forbes Global 2000 | 328 years old | London +104 more,,"Promotions / Appraisal, Job Security, Work Satisfaction",699,5
1025,Alok Industries,3.8,Fashion & Textile | 10k-50k Employees | Public | 38 years old | Mumbai +28 more,Job Security,"Promotions / Appraisal, Salary & Benefits",698,6
1026,Huhtamaki,3.9,Packaging | 1k-5k Employees | 89 years old | Espoo +32 more,Skill Development / Learning,Promotions / Appraisal,695,19
1027,Bank of India,4,Banking | 50k-1 Lakh Employees | Fortune India 500 | 118 years old | Mumbai +156 more,"Job Security, Salary & Benefits",,692,1
1028,Meril,3.9,Medical Equipment | 1k-5k Employees | 18 years old | Vapi +62 more,Job Security,"Promotions / Appraisal, Salary & Benefits",697,20
1029,Shriram General Insurance,3.7,Insurance | 1k-5k Employees | 16 years old | Jaipur +157 more,,"Promotions / Appraisal, Salary & Benefits, Company Culture",695,4
1030,Suzuki Motorcycle,4.1,Automobile | 1k-5k Employees | 27 years old | Hamamatsu-shi +101 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,694,1
1031,Everest Industries,4.1,Building Material | 1k-5k Employees | Public | 90 years old | Noida +71 more,"Job Security, Work Life Balance, Skill Development / Learning",,693,3
1032,Gharda Chemicals,4.2,Chemicals | 1k-5k Employees | 57 years old | Mumbai +53 more,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,690,4
1033,Grant Thornton,3.7,Accounting & Auditing | 5k-10k Employees | 100 years old | Chicago +46 more,Job Security,Promotions / Appraisal,697,70
1034,Napino Auto & Electronics,4.1,Auto Components | 5k-10k Employees | Public | 27 years old | Gurgaon/Gurugram +15 more,"Work Life Balance, Company Culture, Skill Development / Learning",,696,--
1035,Centum Electronics,3.9,Electronics Manufacturing | 1k-5k Employees | Public | 30 years old | Bangalore/Bengaluru +12 more,"Job Security, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",694,8
1036,Dunzo,3.5,Internet | 1k-5k Employees | Startup | 10 years old | Bangalore +18 more,,"Job Security, Promotions / Appraisal, Skill Development / Learning",693,7
1037,DLF,4,Real Estate | 501-1k Employees | Public | 78 years old | Gurgaon/Gurugram +28 more,Salary & Benefits,Promotions / Appraisal,693,20
1038,Digit Insurance,4,Insurance | 1k-5k Employees | Fortune India 500 | 8 years old | Bengaluru/Bangalore +71 more,"Job Security, Skill Development / Learning, Company Culture",,698,34
1039,Marks & Spencer,4.1,Retail | 1k-5k Employees | Forbes Global 2000 | 140 years old | London +56 more,"Job Security, Company Culture, Skill Development / Learning",,693,15
